County,City,Date,Topic ,Guessed Participants,Actual Participants 
Berlin,Berlin,2019-03-27,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2019 ? täglich),10,2
Berlin,Berlin,2019-03-27,Kundgebung zur Eröffnung der Aktionstage gegen den Mietenwahnsinn,50,20
Berlin,Berlin,2019-03-27,Singen gegen Mietenwahnsinn,100,30
Berlin,Berlin,2019-03-27,Aufzeigen der Realität der Tierhaltung,15,5
Berlin,Berlin,2019-03-27,"Video Aktion zur Aufklärung über die Tierindustrie (vom 06.03. bis 27.03.2019 ? jeweils Mi.,Sa.)",15,10
Berlin,Berlin,2019-03-28,"Streikkundgebung* (vom 28.03. bis 31.03.2019,Do.,Sa.,So.)",15,20
Berlin,Berlin,2019-03-28,Für die Menschenrechte in Nordkorea (vom 07.02. bis 04.05.2019 ? jeweils Do.),15,9
Berlin,Berlin,2019-03-28,Hungerstreik und Isolationshaft Frieden und Demokratie 4 Personen werden ihre bisherige Hungerstreik im Wohnmobil weiter fortsetzen. Tag und Nacht. (vom 28.03. bis 31.03.2019 ? täglich),100,0
Berlin,Berlin,2019-03-28,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,2
Berlin,Berlin,2019-03-28,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,0
Berlin,Berlin,2019-03-28,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,0
Berlin,Berlin,2019-03-28,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,0
Berlin,Berlin,2019-03-28,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,0
Berlin,Berlin,2019-03-28,Für ein menschliches Europa (vom 15.03. bis 26.05.2019 ? täglich),10,1
Berlin,Berlin,2019-03-28,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2019 ? täglich),10,2
Berlin,Berlin,2019-03-28,"Steglitz?Zehlendorf bleibt bunt ? kein Raum dem Rassismus der weißen, verbitterten Männer der AfD!",20,40
Berlin,Berlin,2019-03-28,gegen Verdrängung von Kleingewerbe,50,17
Berlin,Berlin,2019-03-28,Vorstellung des alternativen Geschäftsberichtes anlässlich der Bilanzpressekonferenz der DB AG,50,35
Berlin,Berlin,2019-03-28,Demonstration gegen Vertreibung und Enteignung durch die Bau? & Verkehrspolitik der Berliner Regierungskoalition.,300,0
Berlin,Berlin,2019-03-29,Vermeiden Sie Kurierdiplomatie!!!Stoppt Korruption und Diktatur!,50,55
Berlin,Berlin,2019-03-29,Aserbaidschan ohne politische Gefangene,50,1
Berlin,Berlin,2019-03-29,BREXIT: Verabschiedung GB aus der EU,150,200
Berlin,Berlin,2019-03-29,Diktator Ilham Aliyev lässt politische Gefangene frei.,50,55
Berlin,Berlin,2019-03-29,Hungerstreik und Isolationshaft Frieden und Demokratie 4 Personen werden ihre bisherige Hungerstreik im Wohnmobil weiter fortsetzen. Tag und Nacht. (vom 28.03. bis 31.03.2019 ? täglich),100,0
Berlin,Berlin,2019-03-29,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,0
Berlin,Berlin,2019-03-29,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,3
Berlin,Berlin,2019-03-29,Die Diktatur muss abgelehnt werden.,50,1
Berlin,Berlin,2019-03-29,Mahnwache und Gebet von Christen aus ganz Deutschland aufgrund jüngster antisemitischer Ausschreitungen mit Aufrufen zu Terror und Mord auf deutschem Boden,50,10
Berlin,Berlin,2019-03-29,Europa ohne Diktatur.,50,1
Berlin,Berlin,2019-03-29,Für ein menschliches Europa (vom 15.03. bis 26.05.2019 ? täglich),10,2
Berlin,Berlin,2019-03-29,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2019 ? täglich),10,2
Berlin,Berlin,2019-03-29,Protest gegen das Geschäftsgebaren der Immobilienfirma Akelius,50,70
Berlin,Berlin,2019-03-29,Unterrichtsstunden für den Senator,30,50
Berlin,Berlin,2019-03-29,Fridays For Future ? Klimastreik,15000,22500
Berlin,Berlin,2019-03-29,Fahrrad statt bescheuerte Politik like shit ? Raddemo gegen die Klimakrise,1000,80
Berlin,Berlin,2019-03-29,Mahnwache zum Pariser Klimaabkommen und dessen Erfüllung (vom 04.01. bis 29.03.2019 ? jeweils Fr.),5,5
Berlin,Berlin,2019-03-30,Ein Betrieb eine Belegschaft ? Beschlüsse umsetzen,100,150
Berlin,Berlin,2019-03-30,Streikkundgebung (Warnstreik),15,15
Berlin,Berlin,2019-03-30,"Streikkundgebung* (vom 28.03. bis 31.03.2019,Do.,Sa.,So.)",15,0
Berlin,Berlin,2019-03-30,Streikversammlung,15,9
Berlin,Berlin,2019-03-30,Demonstration auf einem Sportboot gegen den Entwurf des Geordnete Rückkehr?Gesetztes und für legale Seenotrettung,20,30
Berlin,Berlin,2019-03-30,Für Seenotrettung ? Seehofer wegbassen,3000,3200
Berlin,Berlin,2019-03-30,"Bürger Krieg in Kamerun, Wahl Hold up …",100,25
Berlin,Berlin,2019-03-30,Hungerstreik und Isolationshaft Frieden und Demokratie 4 Personen werden ihre bisherige Hungerstreik im Wohnmobil weiter fortsetzen. Tag und Nacht. (vom 28.03. bis 31.03.2019 ? täglich),100,0
Berlin,Berlin,2019-03-30,Unterstützung der regierungsfeindlichen Proteste in Serbien,100,40
Berlin,Berlin,2019-03-30,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,50
Berlin,Berlin,2019-03-30,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,2
Berlin,Berlin,2019-03-30,Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 30.03. bis 30.11.2019 ? jeweils Sa.),15,9
Berlin,Berlin,2019-03-30,Festigung der Demokratie durch öffentlichen Schreiben des Atr. 20 GG in Holz (vom 19.01. bis 30.03.2019 ? jeweils Sa.),20,20
Berlin,Berlin,2019-03-30,Lasst uns ins Gespräch kommen!,20,300
Berlin,Berlin,2019-03-30,Politische Unterstützung für 2. Kandidaten der Präsidentenwahl in Indonesien,300,150
Berlin,Berlin,2019-03-30,Tag des Bodens ? Tag der Solidarität mit den politischen Gefangenen,100,100
Berlin,Berlin,2019-03-30,"Werte unserer Verfassung, wo sind sie geblieben?",50,20
Berlin,Berlin,2019-03-30,Für ein menschliches Europa (vom 15.03. bis 26.05.2019 ? täglich),10,0
Berlin,Berlin,2019-03-30,70 Jahre NATO sind genug,30,25
Berlin,Berlin,2019-03-30,Mahnwache: Kein US?Krieg gegen Venezuela (vom 02.03. bis 25.05.2019 ? jeweils Sa.),50,30
Berlin,Berlin,2019-03-30,Frieden und Gedenken der Toten der Berliner Mauer,10,0
Berlin,Berlin,2019-03-30,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2019 ? täglich),10,10
Berlin,Berlin,2019-03-30,Bezahlbare Mieten,9,0
Berlin,Berlin,2019-03-30,Ladenöffnungszeiten modernisieren ? Kiezkultur retten!,25,10
Berlin,Berlin,2019-03-30,Markthalle für alle,130,300
Berlin,Berlin,2019-03-30,Verdrängung und Gentrifizierung,15,30
Berlin,Berlin,2019-03-30,Massentierhaltung / Veganismus,15,15
Berlin,Berlin,2019-03-30,Video Aktion zur Aufklärung über die Tierindustrie,15,13
Berlin,Berlin,2019-03-30,Gegen den Fischfang,15,10
Berlin,Berlin,2019-03-30,Earth Hour 2019 ? Für einen lebendigen Planeten,200,500
Berlin,Berlin,2019-03-30,Fahrradkorso Orte der Zwangsarbeitergeschichte und der Gentrifizierung am Tempelhofer Berg,100,50
Berlin,Berlin,2019-03-31,Streikkundgebung,15,0
Berlin,Berlin,2019-03-31,"Streikkundgebung* (vom 28.03. bis 31.03.2019,Do.,Sa.,So.)",15,0
Berlin,Berlin,2019-03-31,Streikversammlung,15,0
Berlin,Berlin,2019-03-31,Streikversammlung,15,15
Berlin,Berlin,2019-03-31,gegen die Verlängerung der Präsidentenwahl in Algerien,100,100
Berlin,Berlin,2019-03-31,Hungerstreik und Isolationshaft Frieden und Demokratie 4 Personen werden ihre bisherige Hungerstreik im Wohnmobil weiter fortsetzen. Tag und Nacht. (vom 28.03. bis 31.03.2019 ? täglich),100,0
Berlin,Berlin,2019-03-31,PROTEST GEGEN DIE VERHERRLICHUNG DER MILITÄR?DIKTATUR DURCH BRASILIENS AKTUELKE REGIERUNG,50,80
Berlin,Berlin,2019-03-31,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,0
Berlin,Berlin,2019-03-31,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,3
Berlin,Berlin,2019-03-31,"Ja zur Freiheit, Nein zu Lügen",100,10
Berlin,Berlin,2019-03-31,Tag der Freiheit,30,30
Berlin,Berlin,2019-03-31,Demonstration für den Erhalt der Europäischen Union ? Pulse of Europe,250,250
Berlin,Berlin,2019-03-31,Für ein menschliches Europa (vom 15.03. bis 26.05.2019 ? täglich),10,2
Berlin,Berlin,2019-03-31,Meditation für den inneren und äußeren Frieden (vom 03.03. bis 31.03.2019 ? jeweils So.),20,15
Berlin,Berlin,2019-03-31,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2019 ? täglich),10,5
Berlin,Berlin,2019-03-31,Mietenwahnsinn,50,30
Berlin,Berlin,2019-03-31,Mietenwahnsinn stoppen ? Keine Räumung der Großbeerenstraße 17a,150,80
Berlin,Berlin,2019-03-31,Wohnen ist Menschrecht,60,20
Berlin,Berlin,2019-04-01,Warnstreikdemonstration im Rahmen der Tarifrunde BVG/BT,250,64
Berlin,Berlin,2019-04-01,Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 07.01. bis 30.12.2019 ? jeweils Mo.),70,10
Berlin,Berlin,2019-04-01,Mehr Schiffe ins Mittelmehr und mehr Spenden für zivile Seawatch,100,0
Berlin,Berlin,2019-04-01,Refugees welcome Nazis Network.com (vom 14.01. bis 17.12.2019 ? jeweils Mo.),50,0
Berlin,Berlin,2019-04-01,"Hungerstreik, Isolationshaft, Freiheit und Frieden, Solidarität mit Hungerstreik Gegen Erdogan Regime (vom 01.04. bis 08.04.2019 ? täglich)",4,0
Berlin,Berlin,2019-04-01,"Mahnwache zur Erinnerung an die Opfer des atomaren Super?Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 25.03. bis 16.09.2019 ? jeweils Mo.)",20,4
Berlin,Berlin,2019-04-01,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,0
Berlin,Berlin,2019-04-01,"Solidarität mit Leyla Güven(HDP Abgeordnete), die seit 7.November.2018 in der Türkei im Hungerstreik ist. Solidarität mit Hungerstreikende Kurden überall auf der Welt. Gegen die Isolationshaft für Frieden und Freiheit. Gegen die AKP Regime in der Türkei. (vom 01.04. bis 05.04.2019 ? täglich)",150,0
Berlin,Berlin,2019-04-01,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,2
Berlin,Berlin,2019-04-01,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,2
Berlin,Berlin,2019-04-01,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,2
Berlin,Berlin,2019-04-01,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,2
Berlin,Berlin,2019-04-01,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,3
Berlin,Berlin,2019-04-01,Für ein menschliches Europa (vom 15.03. bis 26.05.2019 ? täglich),10,1
Berlin,Berlin,2019-04-01,Antikriegsmahnwache (vom 01.04. bis 24.06.2019 ? jeweils Mo.),15,0
Berlin,Berlin,2019-04-01,"Frieden, Freiheit & Gerechtigkeit (vom 07.01. bis 30.12.2019 ? jeweils Mo.)",100,20
Berlin,Berlin,2019-04-01,Gedenken an Otto von Bismarck,2,2
Berlin,Berlin,2019-04-01,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,2
Berlin,Berlin,2019-04-01,Blankenburger Süden: Bauen? und Infrastruktur nur ohne Verdrängung und Enteignung !,200,0
Berlin,Berlin,2019-04-01,Blankenburger Süden: Bauen? und Infrastruktur nur ohne Verdrängung und Enteignung !,200,100
Berlin,Berlin,2019-04-01,"Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt? und gesundheitsverträgliche Verkehrspolitik in Deutschland... (vom 01.04. bis 24.06.2019 ? jeweils Mo.)",70,25
Berlin,Berlin,2019-04-02,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,30
Berlin,Berlin,2019-04-02,"Solidarität mit Leyla Güven(HDP Abgeordnete), die seit 7.November.2018 in der Türkei im Hungerstreik ist. Solidarität mit Hungerstreikende Kurden überall auf der Welt. Gegen die Isolationshaft für Frieden und Freiheit. Gegen die AKP Regime in der Türkei. (vom 01.04. bis 05.04.2019 ? täglich)",150,40
Berlin,Berlin,2019-04-02,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,3
Berlin,Berlin,2019-04-02,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,2
Berlin,Berlin,2019-04-02,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,2
Berlin,Berlin,2019-04-02,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,3
Berlin,Berlin,2019-04-02,"Anerkennung, Aufklärung, Erforschung von ME/CFS",20,3
Berlin,Berlin,2019-04-02,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,2
Berlin,Berlin,2019-04-02,Wir pfeifen auf Stuttgart 21 (vom 02.04. bis 25.06.2019 ? jeweils Di.),10,3
Berlin,Berlin,2019-04-03,Streikversammlung,15,35
Berlin,Berlin,2019-04-03,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,40
Berlin,Berlin,2019-04-03,"Solidarität mit Leyla Güven(HDP Abgeordnete), die seit 7.November.2018 in der Türkei im Hungerstreik ist. Solidarität mit Hungerstreikende Kurden überall auf der Welt. Gegen die Isolationshaft für Frieden und Freiheit. Gegen die AKP Regime in der Türkei. (vom 01.04. bis 05.04.2019 ? täglich)",150,50
Berlin,Berlin,2019-04-03,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,3
Berlin,Berlin,2019-04-03,Für ein menschliches Europa (vom 15.03. bis 26.05.2019 ? täglich),10,0
Berlin,Berlin,2019-04-03,Antikriegsmahnwache (vom 03.04. bis 26.06.2019 ? jeweils Mi.),15,5
Berlin,Berlin,2019-04-03,Merkel muss weg (vom 22.11.2018 bis 21.11.2019 ? jeweils Mi.),50,9
Berlin,Berlin,2019-04-03,Merkel muss weg Mittwoch (vom 09.01. bis 31.12.2019 ? jeweils Mi.),50,20
Berlin,Berlin,2019-04-03,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,4
Berlin,Berlin,2019-04-03,Kiezspaziergang Reloaded ? neue Spekulanten on the block und die alten sind auch dabei,50,80
Berlin,Berlin,2019-04-03,"Solidarität mit der Potse ? Computer brauchen keine Freiräume, Menschen schon",20,20
Berlin,Berlin,2019-04-03,Video Aktion zur Aufklärung über die Tierindustrie,15,7
Berlin,Berlin,2019-04-04,Für die Menschenrechte in Nordkorea (vom 07.02. bis 04.05.2019 ? jeweils Do.),15,0
Berlin,Berlin,2019-04-04,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,8
Berlin,Berlin,2019-04-04,"Solidarität mit Leyla Güven(HDP Abgeordnete), die seit 7.November.2018 in der Türkei im Hungerstreik ist. Solidarität mit Hungerstreikende Kurden überall auf der Welt. Gegen die Isolationshaft für Frieden und Freiheit. Gegen die AKP Regime in der Türkei. (vom 01.04. bis 05.04.2019 ? täglich)",150,20
Berlin,Berlin,2019-04-04,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,2
Berlin,Berlin,2019-04-04,Für ein menschliches Europa (vom 15.03. bis 26.05.2019 ? täglich),10,0
Berlin,Berlin,2019-04-04,Schluss mit der aggressiven Politik der NATO...,20,7
Berlin,Berlin,2019-04-04,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,0
Berlin,Berlin,2019-04-04,Das gallische Dorf steht auf,100,80
Berlin,Berlin,2019-04-04,Loro Parque: Orcas leiden in Gefangenschaft,10,8
Berlin,Berlin,2019-04-04,Tierversuche - eine unnötige Wissenschaft,5,5
Berlin,Berlin,2019-04-04,Rote Karte für Scheuer. Das BMVI hat ausgedient und muss weg!...,80,100
Berlin,Berlin,2019-04-05,Frist ist Frust ? Entfristungspakt 2019,40,50
Berlin,Berlin,2019-04-05,Tarifauseinandersetzung Banken,900,650
Berlin,Berlin,2019-04-05,Verurteilung des Verbrechens und Menschenrechtsverletzungen im Sudan,150,0
Berlin,Berlin,2019-04-05,Verurteilung des Verbrechens und Menschenrechtsverletzungen im Sudan,150,15
Berlin,Berlin,2019-04-05,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,6
Berlin,Berlin,2019-04-05,"Solidarität mit Leyla Güven(HDP Abgeordnete), die seit 7.November.2018 in der Türkei im Hungerstreik ist. Solidarität mit Hungerstreikende Kurden überall auf der Welt. Gegen die Isolationshaft für Frieden und Freiheit. Gegen die AKP Regime in der Türkei. (vom 01.04. bis 05.04.2019 ? täglich)",150,50
Berlin,Berlin,2019-04-05,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,3
Berlin,Berlin,2019-04-05,Mahnwache gegen rechtsextreme Tendenzen in der Politik,10,0
Berlin,Berlin,2019-04-05,Gegen die Ausbeutung von Prostituierten,4,4
Berlin,Berlin,2019-04-05,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,0
Berlin,Berlin,2019-04-05,Abschied von den unsozialen Vermietungspraktiken im Kosmosviertel,20,0
Berlin,Berlin,2019-04-05,Attacke gegen Hundekacke,500,250
Berlin,Berlin,2019-04-05,Weitere Gentrifizierung in Kreuzberg stoppen,50,7
Berlin,Berlin,2019-04-05,Fridays For Future ? Klimastreik,200,1000
Berlin,Berlin,2019-04-05,"Klimaschutz, Mahnwache, FridaysForFuture (vom 05.04. bis 30.06.2019 ? jeweils Fr.)",12,6
Berlin,Berlin,2019-04-06,Bürgerkrieg in Kamerun und ungerechte Inhaftierung,100,6
Berlin,Berlin,2019-04-06,Solidarität mit Venezuela,25,10
Berlin,Berlin,2019-04-06,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,0
Berlin,Berlin,2019-04-06,Unterstützung Sudan Revolution,300,200
Berlin,Berlin,2019-04-06,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,2
Berlin,Berlin,2019-04-06,Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 30.03. bis 30.11.2019 ? jeweils Sa.),15,7
Berlin,Berlin,2019-04-06,Christliche Werte sind wertvoll für die Gesellschaft?! Lebt die Gesellschaft in Freiheit?!,20,25
Berlin,Berlin,2019-04-06,Festigung der Demokratie durch öffentliches Schreiben des Art. 20 GG in Holz (vom 06.04. bis 11.05.2019 ? jeweils Sa.),20,10
Berlin,Berlin,2019-04-06,Remigration und das Recht auf Heimat,7,0
Berlin,Berlin,2019-04-06,Save the Internet Demo gegen Artikel 13,350,200
Berlin,Berlin,2019-04-06,Chancen für Europa,30,30
Berlin,Berlin,2019-04-06,Antikriegsmahnwache: NATO abschaffen! Völkerrecht einhalten!,15,0
Berlin,Berlin,2019-04-06,Mahnwache für Toleranz und ein friedliches Miteinander,30,0
Berlin,Berlin,2019-04-06,Gegen Krieg im Nord? und Südwest Kamerun...,100,6
Berlin,Berlin,2019-04-06,Mahnwache: Kein US?Krieg gegen Venezuela (vom 02.03. bis 25.05.2019 ? jeweils Sa.),50,0
Berlin,Berlin,2019-04-06,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,15
Berlin,Berlin,2019-04-06,Gemeinsam gegen Verdrängung und Mietenwahnsinn,6000,0
Berlin,Berlin,2019-04-06,Mietenwahnsinn,400,0
Berlin,Berlin,2019-04-06,Solidarisch gegen Mietenwahnsinn und Verdrängung,20,0
Berlin,Berlin,2019-04-06,Massentierhaltung/Umweltzerstörung/Ernährung/Veganismus,300,200
Berlin,Berlin,2019-04-06,Keine Zerschlagung der S?Bahn,100,100
Berlin,Berlin,2019-04-06,Eine Kinder?Fahrrad?Demo für mehr und sicheren Raum auf der Straße für Kinder – kurz: mehr Bewegungsfreiheit für Kinder auf Berlins Straßen. Eigenständige Mobiltät der Kleinsten ermöglichen!,300,80
Berlin,Berlin,2019-04-07,"Für die Freiheit von Luiz Inácio Lula da Silva, ehemalige presidente von Brasilien",300,120
Berlin,Berlin,2019-04-07,gegen die Verlängerung der Präsidentenwahl in Algerien,60,80
Berlin,Berlin,2019-04-07,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,0
Berlin,Berlin,2019-04-07,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,2
Berlin,Berlin,2019-04-07,Internationaler Tag der Roma: Demonstration für die Solidarität mit den Sinti und Roma Europas,300,120
Berlin,Berlin,2019-04-07,Zusammenleben in Unterschiedlichkeit (Demokratische Werte leben),20,20
Berlin,Berlin,2019-04-07,Interreligiöses Friedensgebet,10,0
Berlin,Berlin,2019-04-07,Meditation für den inneren und äußeren Frieden (vom 07.04. bis 21.04.2019 ? jeweils So.),20,0
Berlin,Berlin,2019-04-07,Jahrestag des Mordes an Burak Bektas: War Rassismus das Motiv? Wir fordern Aufklärung,300,200
Berlin,Berlin,2019-04-07,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,2
Berlin,Berlin,2019-04-07,Zukunft des ehemaligen Diesterweg Gymnasiums,20,0
Berlin,Berlin,2019-04-07,Video Aktion zur Aufklärung über die Tierindustrie,15,10
Berlin,Berlin,2019-04-07,Gegen die Elefantenhaltung im Zoo,15,7
Berlin,Berlin,2019-04-08,Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 07.01. bis 30.12.2019 ? jeweils Mo.),70,35
Berlin,Berlin,2019-04-08,Refugees welcome Nazis Network.com (vom 14.01. bis 17.12.2019 ? jeweils Mo.),50,15
Berlin,Berlin,2019-04-08,"Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 08.04. bis 11.07.2019 ? jeweils Mo.,Mi.,Do.)",5,2
Berlin,Berlin,2019-04-08,"Mahnwache zur Erinnerung an die Opfer des atomaren Super?Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 25.03. bis 16.09.2019 ? jeweils Mo.)",20,4
Berlin,Berlin,2019-04-08,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,0
Berlin,Berlin,2019-04-08,"Verfolgung der FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 11.01. bis 10.04.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",5,2
Berlin,Berlin,2019-04-08,Mahnwache für Frieden und Menschenrechte (vom 08.04. bis 30.06.2019 ? jeweils Mo.),12,3
Berlin,Berlin,2019-04-08,Antikriegsmahnwache (vom 01.04. bis 24.06.2019 ? jeweils Mo.),15,0
Berlin,Berlin,2019-04-08,"Frieden, Freiheit & Gerechtigkeit (vom 07.01. bis 30.12.2019 ? jeweils Mo.)",100,30
Berlin,Berlin,2019-04-08,219. BÄRGIDA ? Berliner Patrioten gegen die Islamisierung des Abendlandes ? Merkel muss weg!!,40,27
Berlin,Berlin,2019-04-08,staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2019 ? täglich),10,2
Berlin,Berlin,2019-04-08,Fridays For Future ? Klimastreik,100,40
Berlin,Berlin,2019-04-08,"Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt? und gesundheitsverträgliche Verkehrspolitik in Deutschland... (vom 01.04. bis 24.06.2019 ? jeweils Mo.)",70,0
Berlin,Berlin,2019-04-09,Strukturhilfen für das Saarland,60,60
Berlin,Berlin,2019-04-09,Strukturhilfen für das Saarland,60,60
Berlin,Berlin,2019-04-09,"Solidarität mit Hungerstreikende Kurden. Gegen Isolationshaft, für Frieden und Demokratie in der Türkei. Freiheit?Friede?Demokratie und Solidarität (vom 29.03. bis 13.04.2019 ? täglich)",100,0
Berlin,Berlin,2019-04-09,Türkei: Solidaritätsaktion für Eren Keskin,50,20
