event_date;year;month;day;mood;district;source;category;label;title;description;crowd_size_class;crowd_size
2021-11-25 00:00:00;2021;November;25;Peaceful;Mitte;"Berliner Morgenpost; Der Tagesspiegel";Economy;Labor Rights ;Ver.di / GEW / higher wages ...;Between 4,000 and 6,000 public sector employees, including teachers, protested in berlin - mitte in front of the brandenburg gate at the call of unions (ver.di, gew) to demand better pay and better working conditions.;8;5,000-10,000
2021-11-23 00:00:00;2021;November;23;Peaceful;Mitte;Der Tagesspiegel;Environment;Climate Change;against felling ot trees / to construct a building;People protested in berlin - mitte against the felling of trees due to a construction project (wbm).;3;100-250
2021-11-19 00:00:00;2021;November;19;Peaceful;Mitte;Redaktionsnetzwerk Deutschland;Environment;Climate Change;Fridays for Future;Around 500 people, including fff members and climate protection activists, protested for the coal phase-out in berlin - mitte in front of the state representation of rhineland-palatinateagainst here representatives of the spd, greens and fdp had met for coalition talks. protesters called on the new government for efficient actions to tackle climate change and keep climate heating under 1.5 degree.;5;500-1000
2021-11-17 00:00:00;2021;November;17;Peaceful;Mitte;"Berliner Morgenpost; Der Tagesspiegel";Economy;Labor Rights ;Ver.di / GEW / higher wages ... / public secctor;Around 8,000 people, mostly employees in the public sector, including teachers, police officers, protested in berlin - mitte by marching to the brandenburg gate at the call of unions (gew, ver.di) for better working conditions and better pay.;8;5,000-10,000
2021-11-16 00:00:00;2021;November;16;Peaceful;Friedrichshain-Kreuzberg;Rheinische Post;Economy;Labor Rights ;Quite a few / Gorillas / Delivery;'quite a few' people, including employees of gorillas, protested in berlin - friedrichshain-kreuzberg for better working conditions, permanent job contracts, and better equipment for drivers.;1;0-50
2021-11-16 00:00:00;2021;November;16;Peaceful;Mitte;"Donau Kurier; Merkur; Politik Express";Economy;Labor Rights ;Railway workers / EVG / Bahn AG;Around 1,200 people, including railway workers, protested in berlin - mitte in front of the fdp and green party headquarters at the call of evg union against the restructuring of the railway system including the split of several deutsche bahn ag services as it could create precarious jobs.;5;500-1000
2021-11-16 00:00:00;2021;November;16;Peaceful;Mitte;"Berlin Online; Berliner Morgenpost";Economy;Labor Rights ;Ver.di / working conditions / higher wages;Around 1,000 people, including public sector employees, protested in berlin - mitte by marching to the brandenburg gate at the call of ver.di union for better working conditions and better pay.;6;1,000-2,500
2021-11-14 00:00:00;2021;November;14;Peaceful;Mitte;"Berliner Morgenpost; Der Tagesspiegel; Merkur";Human Rights;Migration;solidarity with refugees between belarus & poland;Around 500 people protested in front of the foreign office building in berlin - mitte to call for the immediate reception of refugees stranded at the polish-belarusian border.;5;500-1000
2021-11-13 00:00:00;2021;November;13;Peaceful;Berlin;Westdeutsche Allgemeine Zeitung;Environment;Nuclear;against nuclear phase out;Around 100 people protested in berlin against nuclear phase-out and defended the idea that nuclear power helps climate protection.;3;100-250
2021-11-12 00:00:00;2021;November;12;Peaceful;Neukolln;Berliner Zeitung;Human Rights;Against Racism;against a far-right action to burn korans;Around 300 people protested in berlin - neukolln against a far-right action organized to burn korans (that did not take place after all). protesters were against 'nazis'.;4;250-500
2021-11-11 00:00:00;2021;November;11;Peaceful;Mitte;Berliner Zeitung;Economy;Education;GEW / Teachers / Daycare;Around 6,000 people, including teachers and daycare employees, protested in berlin - mitte at the call of unions (gew) for better pay and more human resources.;8;5,000-10,000
2021-11-10 00:00:00;2021;November;10;Peaceful;Mitte;Merkur;Environment;Climate Change;Greenpeace / Fridays for Future;People, including greenpeace and fff (that include students) members, protested in berlin - mitte in front of spd headquarters to call on the new government for efficient actions to tackle climate change and keep climate heating under 1.5 degree.;3;100-250
2021-11-10 00:00:00;2021;November;10;Peaceful;Mitte;"Berlin Online; Berliner Morgenpost; Merkur";Economy;Labor Rights ;Ver.di /higher wages;Several hundred employees protested at kurt-schumacher-haus in berlin - mitte at the call of ver.di union for better pay.;4;250-500
2021-11-09 00:00:00;2021;November;9;Peaceful;Tempelhof-Schoneberg;"Berlin Online; Hessische Niedersachsische Allgemeine; Solinger-Tageblatt";Economy;Labor Rights ;Ver.di / GEW / higher wages ... / public secctor;Numerous employees in the public sector (daycare centers, social workers, civil servants, etc.) protested in berlin - tempelhof-schoneberg in front of the tempelhof town hall at the call of ver.di union for better pay and better working conditions.;3;100-250
2021-11-08 00:00:00;2021;November;8;Peaceful;Friedrichshain-Kreuzberg;"Berliner Zeitung; Berliner Morgenpost";Health;Drug Use;Health Workers / against closure of clinic / assistance to addicts;Between 150 and 250 people, including health workers, protested in berlin - friedrichshain-kreuzberg against the closure of a clinic that provides assistance to addicts.;3;100-250
2021-11-06 00:00:00;2021;November;6;Peaceful;Mitte;"Berliner Morgenpost; Merkur";Local;Education;More resources for schools for equal opportunities ...;Around 2,000 (according to organizers) people, including students and teachers, protested in berlin - mitte to call for more resources for school for equal opportunities and a better education system. protesters called for more staff, better studying conditions, more classes as well as more means to fight discrimination in schools.;6;1,000-2,500
2021-11-06 00:00:00;2021;November;6;Peaceful;Steglitz-Zehlendorf;WiadomosciWp;Human Rights;Womens Rights;Not one more / Denouncing the tightening if abortion laws in Poland;Around 150 people protested in front of a villa in berlin - steglitz-zehlendorf to denounce the death of a polish woman who was refused an abortion in a hospital in pszczyna (poland) on 22 september 2021. they gathered under the slogan 'not one more'. protesters denounced the tightening of abortion laws in poland.;3;100-250
2021-11-04 00:00:00;2021;November;4;Peaceful;Mitte;Berliner Morgenpost;Economy;Labor Rights ;Health sector / higher wages / Ver.di;More than 170 people, including health workers and employees of asklepios, protested in berlin - mitte in front of federal ministry of health at the call of ver.di for better working conditions and equal pay between workers.;3;100-250
2021-11-02 00:00:00;2021;November;2;Peaceful;Charlottenburg-Wilmersdorf;Der Tagesspiegel;Local;Other;Poelzig villa / remembrance ?;People protested and interrupted workers on a construction site in berlin - charlottenburg-wilmersdorf against the destruction of the poelzig villa and to call for more equality in the culture of remembrance.;3;100-250
2021-11-02 00:00:00;2021;November;2;Peaceful;Mitte;Campact;Environment;Agriculture;ban harmfull pesticides;People, including members of bund, campact, spd, and the greens, protested in the government district in berlin - mitte to call on authorities to ban harmful pesticides, protect bees, and give more support to farmers.;3;100-250
2021-11-01 00:00:00;2021;November;1;Peaceful;Steglitz-Zehlendorf;Wyborcza;Human Rights;Womens Rights;Not one more / Denouncing the tightening if abortion laws in Poland;People gathered in front of a villa in berlin - steglitz-zehlendorf to denounce the death of a polish woman who was refused an abortion in a hospital in pszczyna (poland) on 22 september 2021. they gathered under the slogan 'not one more'. protesters denounced the tightening of abortion laws in poland.;3;100-250
2021-10-29 00:00:00;2021;October;29;Peaceful;Mitte;"Merkur; Rote Fahne";Environment;Climate Change;IGM / fair social ecological transformation of the steel industry;Around 700 steelworkers, the greens and igm members, employees (of siemens, daimler, acelor mittal eisenhuttenstadt, porsche, bmw, schaeffler, man), protested in berlin - mitte in front of the reichstag building for a sustainable and fair social-ecological transformation of the steel industry. protesters denounced 'greenwashing' from the companies.;5;500-1000
2021-10-27 00:00:00;2021;October;27;Peaceful;Lichtenberg;Berliner Zeitung;Local;Housing;social housing;Residents of a social housing protested in berlin - lichtenberg against rent increases.;3;100-250
2021-10-25 00:00:00;2021;October;25;Peaceful;Friedrichshain-Kreuzberg;Berliner Morgenpost;Local;Housing;evictions/;A few dozen people protested in berlin - friedrichshain-kreuzberg and did a sit-in against evictions and specifically an eviction in an apartment building on mehringdamm. protesters called for housing for all.;1;0-50
2021-10-24 00:00:00;2021;October;24;Peaceful;Mitte;Berliner Zeitung;Environment;Climate Change;Solidarity is a different way / climate, social justice, healthcare crisis in afghanistan;Around 1000 people, including members of 'solidarity is a different way', protested in berlin - mitte to call for climate and social justice. protesters gathered to call on authorities to keep climate heating under 1.5 degrees and were concerned about issues involving afghanistan and the 'healthcare crisis'.;6;1,000-2,500
2021-10-23 00:00:00;2021;October;23;Peaceful;Mitte;Berliner Morgenpost;Environment;Animal Rights;Animal Rebellion;Members of animal rebellion protested in berlin - mitte and blocked the entrance of the greens' headquarters to call for an end of the animal industry.;3;100-250
2021-10-23 00:00:00;2021;October;23;Peaceful;Mitte;Berliner Morgenpost;Environment;Animal Rights;Animal Rebellion;Animal rebellion activists gathered outside the greens' headquarters in berlin - mitte demanding to 'disempower the animal industry'. they blocked the entrance to the building with a lattice structure and covered the windows with yellow tape.;3;100-250
2021-10-23 00:00:00;2021;October;23;Protest with intervention;Tempelhof-Schoneberg;"Berliner Morgenpost; Extinction Rebellion";Environment;Animal Rights;Justice now! / Extinction Rebellion;At least 100 people, mostly members of the alliance 'justice now!' including extinction rebellion and ende gelaende, blocked the construction of a highway (a100) in berlin - tempelhof-schoneberg to call for climate justice and against the construction project. police officers intervened to arrest them.;3;100-250
2021-10-22 00:00:00;2021;October;22;Peaceful;Friedrichshain-Kreuzberg;Der Tagesspiegel;Environment;Climate Change;Fridays for Future;Around 20000 people, mostly fff members, protested in berlin - friedrichshain-kreuzberg in front of spd party headquarters to warn against global warming, call for climate justice, and faster coal phase-out.;9;10,000-50,000
2021-10-19 00:00:00;2021;October;19;Peaceful;Friedrichshain-Kreuzberg;Indymedia (Germany);Human Rights;Prison/Police;against the verdictof Wasen trial theat they denounced as repressiojn against anti-facist;Antifa members protested in berlin - friedrichshain-kreuzberg against the verdict of the wasen trial that they denounced as repression against the antifascist movement. demonstrators called for freedom for all antifascists.;3;100-250
2021-10-15 00:00:00;2021;October;15;Violent;Friedrichshain-Kreuzberg;"Berliner Morgenpost; Der Tagesspiegel";Local;Housing;kopi square / eviction;More than 5000 people, including 'autonomists' and far left members, demonstrated at kottbusser tor in berlin - friedrichshain-kreuzberg against the eviction of the kopi square occupied by far-leftists. rioters used mortar fireworks and knocked over building fences and road signs. a car was set on fire and a police car was attacked. police officers were injured while trying to evict people and during the demonstration. 76 people were arrested and 46 officers were injured.;8;5,000-10,000
2021-10-13 00:00:00;2021;October;13;Peaceful;Mitte;"Berlin Online; Berliner Morgenpost; Berliner Zeitung";Economy;Labor Rights ;Health sector / higher wages / Ver.di;Numerous non-medical employees of the vivantes hospital protested in front of a town hall in berlin - mitte at the call of ver.di for better working conditions and better pay. protesters demonstrated to obtain the same agreement as health workers.;3;100-250
2021-10-13 00:00:00;2021;October;13;Peaceful;Mitte;BZ Berlin;Human Rights;International;anti-militarist / solidarity with afghanistan;Around 130 people, including leftists, gathered in berlin - mitte for an anti-militarist protest by marching to the reichstag. demonstrators were denouncing germany's invasion of afghanistan as soldiers who were deployed in afghanistan were honored in a symbolic event that same day.;3;100-250
2021-10-11 00:00:00;2021;October;11;Violent;Mitte;Indymedia (Germany);Local;Housing;solidarity with refugees between belarus & poland;Rioters have set barricades of tires on fire in berlin - mitte at the kopi square squat and threw stones at police officers to demonstrate against the eviction.;3;100-250
2021-10-11 00:00:00;2021;October;11;Peaceful;Friedrichshain-Kreuzberg;"RPR1; Saarbruecker Zeitung";Economy;Finance;ddenounce growing depth;Mayors from several cities, including spd and cdu members, protested in berlin - friedrichshain-kreuzberg in front of the willy-brandt-haus to denounce growing debts and call for more financial aid.;3;100-250
2021-10-09 00:00:00;2021;October;9;Peaceful;Neukolln;"Berliner Zeitung; Berliner Morgenpost";Economy;Labor Rights ;Health sector / higher wages / Ver.di;More than 2000 people demonstrated in berlin - neukolln at the call of ver.di union to demand more staff and better working conditions in hospitals. protesters called on local authorities to intervene in the wage dispute at the subsidiaries of the vivantes hospital group.;6;1,000-2,500
2021-10-09 00:00:00;2021;October;9;Violent;Friedrichshain-Kreuzberg;"Berliner Morgenpost; Der Tagesspiegel";Local;Housing;kopi square / eviction;Around 1500 people, including far left members and 'autonomists', demonstrated in berlin - friedrichshain-kreuzberg along warschauer strase against the eviction of the kopi square. clashes broke out with the police. rioters threw mortar fireworks, bottles, firecrackers and police officers threw demonstrators on the floor. 24 people were arrested. some journalists who were there just to cover the demonstration were arrested.;6;1,000-2,500
2021-10-06 00:00:00;2021;October;6;Peaceful;Pankow;"Der Tagesspiegel; Die Tageszeitung";Economy;Labor Rights ;Quite a few / Gorillas / Delivery;About 150 gorillas on-demand grocery delivery workers gathered, with the support of the ver.di union, outside their company's headquarters in the prenzlauer berg locality of berlin - pankow (berlin, berlin) to protest against alleged mass layoffs for workers who participated in wildcat strike actions.;3;100-250
2021-10-06 00:00:00;2021;October;6;Peaceful;Mitte;Berlin Online;Economy;Labor Rights ;IG-BAU / collecctive bargaining dispute;Construction industry workers, some of them affiliated with ig-bau, gathered outside a venue where a collective bargaining dispute was being negotiated in berlin - mitte (berlin, berlin) to defend their interests in the negotiations.;3;100-250
2021-10-06 00:00:00;2021;October;6;Peaceful;Mitte;Der Tagesspiegel;Local;Education;GEW / Binding upper limit for Class Sizes;Teachers rode on their bikes, at the call of the gew union, stopping outside the green party, the fdp, the left party and the spd headquarters in berlin - mitte (berlin, berlin) to call for a binding upper limit for class sizes.;3;100-250
2021-10-06 00:00:00;2021;October;6;Peaceful;Mitte;Der Tagesspiegel;Environment;Climate Change;Klimaneustart / Fridays for Future;Around 30 environmental activists affiliated with the 'klimaneustart' ('climate new start') initiative, including from fff, klimaliste berlin and german zero, gathered by the brandenburg gate in berlin - mitte (berlin, berlin) to call for more climate action.;1;0-50
2021-10-05 00:00:00;2021;October;5;Peaceful;Mitte;Berliner Morgenpost;Economy;Labor Rights ;Health sector / higher wages / Ver.di;Employees of the public charite and vivantes hospitals gathered outside the volsbuhne theater in berlin - mitte (berlin, berlin) to demand better working conditions and wages. workers had reportedly been observing an indefinite strike since 9 september 2021.;3;100-250
2021-10-05 00:00:00;2021;October;5;Peaceful;Mitte;Committee for the Defence of Democracy;Human Rights;Migration;solidarity with refugees between belarus & poland;People, including polish activists from the 'committee for the defence of democracy', protested in berlin - mitte in front of the eu delegation building to denounce the action of polish authorities towards refugees. protesters defended the idea that no one was 'illegal'.;3;100-250
2021-10-04 00:00:00;2021;October;4;Peaceful;Mitte;Berliner Morgenpost;Local;Housing;expropriation of large housing companies;Several dozen supporters of a referendum for the expropriation of large housing companies gathered with flags and banners outside the spd state association headquarters (kurt schumacher house) in the wedding borough of berlin - mitte (berlin, berlin) to urge local politicians to accept the initiative.;1;0-50
2021-10-02 00:00:00;2021;October;2;Violent;Friedrichshain-Kreuzberg;"Berlin Online; Der Tagesspiegel; Jungle World; Mitteldeutschen Zeitung";Local;Housing;kopi square / eviction;In the evening, between 1,000 and 1,200 people, including 'autonomists' and far-left activists, marched through the streets of berlin - friedrichshain-kreuzberg (berlin, berlin) to denounce the eviction of dwellers from the kopi-platz housing project (kopi 137). 'scuffles' with the police were reported, as well as anti-police slogans, and a car was set on fire after the demonstration, although no clear link was established.;6;1,000-2,500
2021-09-24 00:00:00;2021;September;24;Peaceful;Mitte;Kleine Zeitung;Environment;Climate Change;Fridays for Future / Transport;Between 10000 and 100000 people protested in berlin - mitte in front of the reichstag at the call of fff to urge the government to implement concrete measures to tackle climate change. the activist greta thunberg was present.;10;0-500
2021-09-19 00:00:00;2021;September;19;Peaceful;Mitte;Der Tagesspiegel;Environment;Climate Change;Transport;Several hundred cyclists from the adfc protested by staging a ride starting near the brandenburg gate in berlin - mitte to call for less space for cars and more cycling infrastructure. protesters called on authorities to implement more environmentally friendly transportation to tackle climate change.;4;250-500
2021-09-18 00:00:00;2021;September;18;Peaceful;Mitte;Berliner Morgenpost;War / Peace;International;Peace;More than 50 people protested by marching from the brandenburg gate to the victory column in berlin - mitte to call for peace, on the occasion of international day of peace.;2;50-100
2021-09-16 00:00:00;2021;September;16;Peaceful;Friedrichshain-Kreuzberg;Markische Oderzeitung;Local;Transportatiton;Transport;Around 16 september 2021 (as reported), students, including a few students from ukraine and russia, demonstrated in berlin - friedrichshain-kreuzberg in front of the vbb building against the increase in the price of transport tickets by the public transport providers vbb (verkehrsverbund berlin-brandenburg).;3;100-250
2021-09-15 00:00:00;2021;September;15;Peaceful;Spandau;"Berliner Zeitung; Radio Television Luxembourg";Human Rights;Rights;Children;Around 200 people protested in front of spandau city hall in berlin - spandau to denounce the responsibility and the failures of the management of a daycare center where an educator allegedly sexually abused several children.;3;100-250
2021-09-14 00:00:00;2021;September;14;Peaceful;Mitte;"Berlin Online; Linke Zeitung";Economy;Labor Rights ;Health sector / higher wages / Ver.di;People, including health workers of the vivantes and charite hospitals, protested in berlin - mitte at the call of ver.di for better working conditions and better pay.;3;100-250
2021-09-12 00:00:00;2021;September;12;Peaceful;Mitte;Berliner Morgenpost;Human Rights;International;against Taliban / Afghanistan;Several hundred people protested at the brandenburg gate in berlin - mitte at the call of the afghan cultural center against taliban government in afghanistan. protesters called on the international community to not stay silent and criticized the restriction of women's rights and activities of pakistan's isi intelligence agency.;4;250-500
2021-09-11 00:00:00;2021;September;11;Peaceful;Mitte;Redaktionsnetzwerk Deutschland;Local;Housing;expropriation of large housing companies;Around 20,000 people m arched to the victory column in berlin - mitte to call for affordable rents, a new housing policy, and a rent freeze. protesters campaigned for the referendum on the expropriation of large real estate companies.;9;10,000-50,000
2021-09-11 00:00:00;2021;September;11;Peaceful;Mitte;Berliner Zeitung;Local;Transportatiton;possible driving bans/motorcycle;Between 2000 (according to the police) and 3500 motorcyclists protested and rode through berlin - mitte to brandenburg gate to call for more freedom as they felt restricted by possible driving bans, restricted areas, 'internet censorship', and license plate scanning.;7;2,500-5,000
2021-09-10 00:00:00;2021;September;10;Peaceful;Mitte;Der Tagesspiegel;Economy;Finance;tax for the wealthiest;People protested in berlin - mitte to call for social justice and more tax for the wealthiest population. organizers wanted also to draw attention to the issue during the federal election campaign so that the demands are heard in future coalition negotiations.;3;100-250
2021-09-04 00:00:00;2021;September;4;Peaceful;Tempelhof-Schoneberg;Berliner Morgenpost;Human Rights;Prison/Police;ddenounce police violence;Around 60 people protested in berlin - tempelhof-schoneberg to denounce police violence and call for an end to it.;2;50-100
2021-09-04 00:00:00;2021;September;4;Violent;Mitte;Berliner Morgenpost;Health;Coronavirus;Corona Measurements;Around 50 people demonstrated in front of the house of representatives in berlin - mitte to call for more freedom and against compulsory coronavirus vaccination as well as coronavirus vaccination for children. 18 people were arrested including some for damage to property and trespassing.;2;50-100
2021-09-04 00:00:00;2021;September;4;Protest with intervention;Mitte;"Berliner Morgenpost; Die Tageszeitung; Rote Fahne";Human Rights;Against Racism;Unteilbar;Between 10000 (according to the police) and 30000 (according to organizers) people from the 'unteilbar' (indivisible) movement, including activists (feminists, union members, fff, ai, mlpd, ib), students, people from the afghan community, and afghan refugees, protested in berlin - mitte to call for an inclusive society. protesters were against the afd political party and capitalism. protesters called on authorities to implement sustainable solutions against militarization, climate change, and for the protection of refugees, anti-racism, and the right to housing. 2 people who tried to tear down election placards were arrested.;9;10,000-50,000
2021-09-03 00:00:00;2021;September;3;Peaceful;Neukolln;Linke Zeitung;Economy;Labor Rights ;Health sector / higher wages / Ver.di;People, including health workers of the vivantes and charite hospitals, protested in berlin - neukolln at the call of ver.di for better working conditions and better pay.;3;100-250
2021-09-03 00:00:00;2021;September;3;Protest with intervention;Mitte;Suddeutsche Zeitung;Environment;Climate Change;against election campaign SPD / climate action;People protested in berlin - mitte near the bundestag against an election campaign event by an spd politician and for more climate action. the protesters yelled and showed banners. private security officers eventually escorted them away.;3;100-250
2021-09-02 00:00:00;2021;September;2;Peaceful;Mitte;"Der Tagesspiegel; Kolnische Rundschau";Environment;Climate Change;climate action;Climate activists and supporters protested in berlin - mitte in front of the bundestag for more climate action.;3;100-250
2021-09-01 00:00:00;2021;September;1;Peaceful;Neukolln;"Rote Fahne; Indymedia (Germany)";War / Peace;Peace;YPG / MLPD / Anti-War;Between 30 and 100 people, including ypg supporters and mlpd members, protested in berlin - neukolln on the occasion of 'anti-war day'. protesters denounced the suppression of workers' struggles and freedom movements by authorities and police officers.;2;50-100
2021-08-28 00:00:00;2021;August;28;Peaceful;Berlin;"Berliner Zeitung; Suddeutsche Zeitung; Markische Oderzeitung";Health;Coronavirus;Convey a feeling of hope in times of the coronavirus pandemic;Around 4,000 people protested in berlin against sexism, and hate and to 'convey a feeling of hope in times of the coronavirus pandemic'.;7;2,500-5,000
2021-08-26 00:00:00;2021;August;26;Peaceful;Mitte;Rote Fahne;Human Rights;International;Phillipines / anti communist terror / MLPD;Around 35 people protested at the alexanderplatz in berlin - mitte against the 'anti-communist terror' in the philippines. the protest was supported, amongst others, by the mlpd, fvc, si, youth league rebel.;1;0-50
2021-08-24 00:00:00;2021;August;24;Peaceful;Friedrichshain-Kreuzberg;"Suddeutsche Zeitung; Berliner Zeitung; Der Tagesspiegel";Local;Housing;eeviction / Kisch&Co;Around 60 to 100 people protested in berlin - friedrichshain-kreuzberg against the eviction of the bookshop kisch&co.;2;50-100
2021-08-24 00:00:00;2021;August;24;Peaceful;Mitte;Suddeutsche Zeitung;Economy;Labor Rights ;GDL / higher wages / train drivers;Around 150 train drivers protested in berlin - mitte at the call of the gdl (train drivers' union) for higher salaries and more appreciation.;3;100-250
2021-08-24 00:00:00;2021;August;24;Peaceful;Mitte;Suddeutsche Zeitung;Economy;Labor Rights ;Health sector / higher wages / Ver.di;Around 200 health workers protested at rotes rathaus in berlin - mitte for higher salaries and more staff in hospitals. the protest was supported by ver.di.;3;100-250
2021-08-23 00:00:00;2021;August;23;Peaceful;Charlottenburg-Wilmersdorf;Suddeutsche Zeitung;Economy;Labor Rights ;Siemens Energy / IGM / jobcuts;Siemens energy employees protested in berlin - charlottenburg-wilmersdorf against job cuts. trade union igm was involved.;3;100-250
2021-08-23 00:00:00;2021;August;23;Peaceful;Reinickendorf;"Berlin Online; RGA";Economy;Labor Rights ;Health sector / higher wages / Ver.di;Around 800 to 1,000 hospital workers protested in berlin - reinickendorf at the call of ver.di for higher salaries and more staff.;5;500-1000
2021-08-22 00:00:00;2021;August;22;Peaceful;Mitte;"Berliner Morgenpost; Morgen Post; Suddeutsche Zeitung";Human Rights;International;evacuation of afghan people / against taliban;Around 1,700 people protested in berlin - mitte outside the chancellery for the evacuation of afghan people from afghanistan in light of the taliban's return to power. the protest was organized by seebruecke, pro asyl, and the council for refugees.;6;1,000-2,500
2021-08-21 00:00:00;2021;August;21;Peaceful;Mitte;"Berlin Online; Berliner Zeitung";Economy;Finance;redistribution of wealth;Between 500 to 2,500 people marched from berlin-kreuzberg to berlin - mitte for a redistribution of wealth. the protesters demanded that the rich pay for crises, such as the coronavirus and climate crises. the protest was organized by a left alliance.;6;1,000-2,500
2021-08-20 00:00:00;2021;August;20;Peaceful;Berlin;RIAS;Health;Coronavirus;Corona Measurements;People staged a car rally in berlin to protest against the coronavirus measures.;3;100-250
2021-08-20 00:00:00;2021;August;20;Protest with intervention;Mitte;"Berliner Morgenpost; Der Tagesspiegel; Extinction Rebellion; Sachsische Zeitung; Suddeutsche Zeitung";Environment;Animal Rights;Extinction Rebellion;Around 200 extinction rebellion activists protested at brandenburg gate in berlin - mitte for more climate action. several activists climbed the brandenburger tor. police interfered and physically removed the protesters.;3;100-250
2021-08-19 00:00:00;2021;August;19;Protest with intervention;Mitte;Suddeutsche Zeitung;Environment;Animal Rights;Extinction Rebellion;Around 150 extinction rebellion activists protested in berlin - mitte by blocking the street outside the ministry for agriculture for more climate action. police had to carry protesters off the street. in the afternoon, around 100 activists protested with fish nets and banners. another 50 to 60 activists tried to block a car dealer shop.;4;250-500
2021-08-19 00:00:00;2021;August;19;Peaceful;Mitte;Berliner Zeitung;Economy;Labor Rights ;Health sector / higher wages / Ver.di;Around 200 health workers of the vivantes and charite hospitals protested in berlin - mitte at the call of ver.di for better working conditions.;3;100-250
2021-08-18 00:00:00;2021;August;18;Peaceful;Mitte;Presseportal;Environment;Climate Change;Greenpeace / Transport / Finance;Greenpeace activists protested in berlin - mitte outside the chancellery for more climate action ahead of a meeting between the chancellor and representatives of the automotive industry.;3;100-250
2021-08-18 00:00:00;2021;August;18;Protest with intervention;Mitte;"Berliner Morgenpost; Berliner Zeitung; Bocholter-Borkener Volksblatt; Extinction Rebellion; Redaktionsnetzwerk Deutschland";Environment;Animal Rights;Extinction Rebellion;Several hundred extinction rebellion activists protested in berlin - mitte for more climate action. the activists protested outside and entered the cdu economic council office. police intervened and accompanied the protesters out of the office and carried others off the street. other activists dumped coal outside the nrw state representation in berlin.;4;250-500
2021-08-17 00:00:00;2021;August;17;Peaceful;Mitte;"Berliner Morgenpost; Berliner Zeitung";Environment;Animal Rights;Extinction Rebellion;Around 70 extinction rebellion activists blocked the office of a farmer's association in berlin - mitte to protest against the environmentally-unfriendly behavior of farmers. later, around 100 activists gathered on the street outside the ministry for agriculture. activists also sprayed artificial blood on the cdu party headquarters.;3;100-250
2021-08-17 00:00:00;2021;August;17;Peaceful;Mitte;"Berlin Online; Paint It Red; Suddeutsche Zeitung";Human Rights;International;evacuation of afghan people / against taliban;Around 2,100 people protested at reichstag building in berlin - mitte at the call of seebruecke for the evacuation of afghan people from afghanistan in light of the taliban's return to power.;6;1,000-2,500
2021-08-17 00:00:00;2021;August;17;Peaceful;Mitte;"Der Tagesspiegel; Hessische Niedersachsische Allgemeine";Economy;Labor Rights ;GDL / DBB / against pension plan cuts;Train drivers protested at the potsdamer platz in berlin - mitte at the call of the gdl and the dbb against pension plan cuts.;3;100-250
2021-08-16 00:00:00;2021;August;16;Peaceful;Mitte;"Berliner Morgenpost; Der Tagesspiegel";Human Rights;International;evacuation of afghan people / against taliban;People protested outside the ministry for external affairs in berlin - mitte at the call of the greens for the evacuation of afghans from afghanistan in light of the taliban takeover of kabul.;3;100-250
2021-08-16 00:00:00;2021;August;16;Protest with intervention;Mitte;"Aachener Zeitung; Berliner Morgenpost; Berliner Zeitung; Bocholter-Borkener Volksblatt; Der Tagesspiegel; Extinction Rebellion; Rheinpfalz";Environment;Animal Rights;Extinction Rebellion;Around 300 activists, including extinction rebellion activists, protested with blockades in berlin - mitte for more climate action. police intervened and carried off some of the protesters. activists also set up a camp in monbijou park. some activists were detained.;4;250-500
2021-08-15 00:00:00;2021;August;15;Peaceful;Mitte;"Berliner Morgenpost; Berliner Zeitung; Suddeutsche Zeitung";Environment;Climate Change;Transportation / climate justice;Between 700 to 1,000 people protested in berlin - mitte with a cycle rally at the call of the adfc for more climate justice and a transportation reform.;5;500-1000
2021-08-14 00:00:00;2021;August;14;Peaceful;Mitte;Berliner Morgenpost;Human Rights;International;evacuation of afghan people / against taliban;People protested in berlin - mitte at the brandenburger tor against the taliban in afghanistan.;3;100-250
2021-08-14 00:00:00;2021;August;14;Peaceful;Berlin;Suddeutsche Zeitung;Environment;Climate Change;Transportation / climate justice;People protested in berlin at the call of the klimaliste berlin for car-free cities.;3;100-250
2021-08-14 00:00:00;2021;August;14;Peaceful;Mitte;"Berliner Morgenpost; Berliner Zeitung";Local;Cannabis;legalisation of Cannabis;Around 2,000 people protested in berlin - mitte with a parade for the legalization of cannabis. the parade was attended by the berlin senator for cultural affairs.;6;1,000-2,500
2021-08-14 00:00:00;2021;August;14;Peaceful;Charlottenburg-Wilmersdorf;Der Tagesspiegel;Human Rights;Migration;against deportation of transgender women to ethiopia;People protested at breitscheidplatz in berlin - charlottenburg-wilmersdorf against the planned deportation of a transgender woman to ethiopia.;3;100-250
2021-08-13 00:00:00;2021;August;13;Peaceful;Friedrichshain-Kreuzberg;Berliner Zeitung;Economy;Labor Rights ;Quite a few / Delivery;Around 40 food delivery workers and supporters protested in berlin - friedrichshain-kreuzberg for better working conditions.;1;0-50
2021-08-13 00:00:00;2021;August;13;Peaceful;Mitte;Markische Oderzeitung;Economy;Finance;Tesla / water consumption;Activists protested in front of the brandenburger tor in berlin - mitte against the tesla factory in grunheide and the factory's water consumption.;3;100-250
2021-08-09 00:00:00;2021;August;9;Peaceful;Mitte;Indymedia (Germany);Human Rights;International;rights for indigenous people;Around 150 people protested in berlin - mitte for the rights of indigenous people on the occasion of the international day of indigenous peoples.;3;100-250
