event_date;year;month;day;weekday;mood;district;source;category;class;title;predicted label;score;score;grund truth;description;notes;crowd_size_class;crowd_size;with_vehicles
2021-04-21 00:00:00;2021;4;21;Wed;Violent demonstration;Berlin - Mitte;"Aachener Zeitung; APABIZ; Berlin Online; Berliner Morgenpost; Berliner Zeitung; Bocholter-Borkener Volksblatt; Endstation Rechts; Kolnische Rundschau; Redaktionsnetzwerk Deutschland; Suddeutsche Zeitung";ProRightWing;Far-Right;AFD /NPD;Unlabelled;;;;around 8,000 to 10,000 people, including members of the JA, AfD, NPD and other members the far right, demonstrated in Berlin - Mitte (Berlin), on the 17th Street, against the coronavirus protection measures and the Infection Protection Bill that was debated in the Bundestag that day. Demonstrators did not adhere to Covid-19 measures. Clashes between demonstrators and police occurred. Demonstrators threw stones and bottles at police, who used pepper spray and temporarily detained around 230 demonstrators. 30 police officers were reported injured.;On 21 April 2021, around 8,000 to 10,000 people, including members of the JA, AfD, NPD and other members the far right, demonstrated in Berlin - Mitte (Berlin), on the 17th Street, against the coronavirus protection measures and the Infection Protection Bill that was debated in the Bundestag that day. Demonstrators did not adhere to Covid-19 measures. Clashes between demonstrators and police occurred. Demonstrators threw stones and bottles at police, who used pepper spray and temporarily detained around 230 demonstrators. 30 police officers were reported injured.;8;9.000;
2021-04-20 00:00:00;2021;4;20;Tue;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Der Tagesspiegel;Local;Housing;Eviction Kisch&Co;Conflict;;;;people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), in Kreuzberg neighborhood, in support of the leftist bookshop Kisch&Co which was scheduled to be evicted two days later.;On 20 April 2021, people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), in Kreuzberg neighborhood, in support of the leftist bookshop Kisch&Co which was scheduled to be evicted two days later.;3;200;
2021-04-19 00:00:00;2021;4;19;Mon;Peaceful protest;Berlin - Mitte;Norddeutscher Rundfunk;Environment;Agriculture;against Insect protection bill;Agriculture;;;;farmers protested in Berlin - Mitte outside the Bundestag against the 'Insect Protection Bill'.;On 19 April 2021, farmers protested in Berlin - Mitte outside the Bundestag against the 'Insect Protection Bill'.;3;200;
2021-04-17 00:00:00;2021;4;17;Sat;Violent demonstration;Berlin - Mitte;"Berlin Online; Berliner Morgenpost; Der Tagesspiegel";ProRightWing;Coronavirus;Querdenken;Unlabelled;;;;around 300 to 500 people joined a Querdenken demo in Berlin - Mitte outside the Federal Ministry for Health to demonstrate against the coronavirus protection measures. According to reports, some scuffles between demonstrators and police occurred after demonstrators tried to free detained demonstrators, 69 demonstrators were detained.;On 17 April 2021, around 300 to 500 people joined a Querdenken demo in Berlin - Mitte outside the Federal Ministry for Health to demonstrate against the coronavirus protection measures. According to reports, some scuffles between demonstrators and police occurred after demonstrators tried to free detained demonstrators, 69 demonstrators were detained.;4;400;
2021-04-17 00:00:00;2021;4;17;Sat;Peaceful protest;Berlin - Mitte;"Berliner Morgenpost; Der Tagesspiegel; Solinger-Tageblatt; Suddeutsche Zeitung";Health;Coronavirus;Corona Measurements;Coronavirus;;;;camping enthusiasts staged a caravan rally in Berlin - Mitte (Berlin), from the Olympic Stadium towards the Reichstag building, (consisting of more than 1,000 caravans) to protest for an immediate reopening of camping sites, which are closed due to the coronavirus pandemic.;On 17 April 2021, camping enthusiasts staged a caravan rally in Berlin - Mitte (Berlin), from the Olympic Stadium towards the Reichstag building, (consisting of more than 1,000 caravans) to protest for an immediate reopening of camping sites, which are closed due to the coronavirus pandemic.;6;1.000;caravans
2021-04-16 00:00:00;2021;4;16;Fri;Peaceful protest;Berlin - Mitte;"Berliner Morgenpost; Berlin Online; Suddeutsche Zeitung";Health;Coronavirus;Corona Measurements;Coronavirus;;;;around 220 people protested in front of the Reichstag in Berlin - Mitte against the coronavirus protection measures.;On 16 April 2021, around 220 people protested in front of the Reichstag in Berlin - Mitte against the coronavirus protection measures.;3;220;
2021-04-16 00:00:00;2021;4;16;Fri;Peaceful protest;Berlin - Marzahn-Hellersdorf;Belltower News;Human Rights;Against Racism;No room for nazis / against AFD;Anti-facist;;;;around 200 anti-fascist activists protested in Berlin - Marzahn-Hellersdorf against the far right, conspiracy theorists and a restaurant (Mittelpunkt der Erde) that is known for being a meeting point for members of the Alternative for Germany. The protest was organized by 'No Room for Nazis'.;On 16 April 2021, around 200 anti-fascist activists protested in Berlin - Marzahn-Hellersdorf against the far right, conspiracy theorists and a restaurant (Mittelpunkt der Erde) that is known for being a meeting point for members of the Alternative for Germany. The protest was organized by 'No Room for Nazis'.;3;200;
2021-04-15 00:00:00;2021;4;15;Thu;Peaceful protest;Berlin - Mitte;"Suddeutsche Zeitung; Berliner Morgenpost; Markische Oderzeitung";Economy;Labor Rights ;Firing Range Scandal / Police /  contaminated asbest;Conflict;;;;dozens of police officers dressed as the Grim Reaper protested in Berlin - Mitte for higher compensations in connection to the 'Firing Range Scandal' (Schiessstandaffare). The 'Firing Range Scandal' refers to police officers having trained for several years in dilapidated firing ranges contaminated with asbestos.;On 15 April 2021, dozens of police officers dressed as the Grim Reaper protested in Berlin - Mitte for higher compensations in connection to the 'Firing Range Scandal' (Schiessstandaffare). The 'Firing Range Scandal' refers to police officers having trained for several years in dilapidated firing ranges contaminated with asbestos.;1;12;
2021-04-15 00:00:00;2021;4;15;Thu;Violent demonstration;Berlin - Friedrichshain-Kreuzberg;"Berlin Online; Berliner Morgenpost; Berliner Zeitung; Der Tagesspiegel; Redaktionsnetzwerk Deutschland; Rheinische Post; Suddeutsche Zeitung";Local;Housing;against the decision of the federal constitutional court to declare the berlin rent freeze;Housing;;;;between 6,500 to 15,000 people demonstrated in Berlin - Friedrichshain-Kreuzberg (Berlin), marching from Hermannplatz towards Kottbusser Tor in Kreuzberg, against the decision of the Federal Constitutional Court to declare the Berlin rent freeze unconstitutional and for affordable housing. The demonstrators brought cooking pot lids to make noise. According to reports, some scuffles with police took place. Demonstrators reportedly threw glass bottles at police who responded with pepper spray. Several arrests were made and thirteen police officers were reported injured.;On 15 April 2021, between 6,500 to 15,000 people demonstrated in Berlin - Friedrichshain-Kreuzberg (Berlin), marching from Hermannplatz towards Kottbusser Tor in Kreuzberg, against the decision of the Federal Constitutional Court to declare the Berlin rent freeze unconstitutional and for affordable housing. The demonstrators brought cooking pot lids to make noise. According to reports, some scuffles with police took place. Demonstrators reportedly threw glass bottles at police who responded with pepper spray. Several arrests were made and thirteen police officers were reported injured.;9;10.750;
2021-04-13 00:00:00;2021;4;13;Tue;Protest with intervention;Berlin - Mitte;"Redaktionsnetzwerk Deutschland; Berliner Zeitung; Berlin Online; Belltower News";ProRightWing;Coronavirus;Querdenken;Unlabelled;;;;around 250 to 400 people, including Querdenken supporters, protested around the Reichstag and the Chancellery in Berlin - Mitte against the coronavirus protection measures and the Infection Protection Act. According to a report, 58 arrests were made by some of the 500 police present.;On 13 April 2021, around 250 to 400 people, including Querdenken supporters, protested around the Reichstag and the Chancellery in Berlin - Mitte against the coronavirus protection measures and the Infection Protection Act. According to a report, 58 arrests were made by some of the 500 police present.;4;325;
2021-04-12 00:00:00;2021;4;12;Mon;Peaceful protest;Berlin - Mitte;"Campact; Rheinische Post; Markische Oderzeitung; Suddeutsche Zeitung";Health;Coronavirus;for lockdown;Coronavirus;;;;around eight Campact activists protested outside the Chancellery in Berlin - Mitte with several black cardboard coffins for a strict lockdown to curb the spread of the coronavirus.;On 12 April 2021, around eight Campact activists protested outside the Chancellery in Berlin - Mitte with several black cardboard coffins for a strict lockdown to curb the spread of the coronavirus.;1;8;
2021-04-12 00:00:00;2021;4;12;Mon;Peaceful protest;Berlin - Mitte;Berliner Morgenpost;Environment;Anthropocene;Berlin 4 Future / climate;Climate;;;;around 70 climate activists from Berlin 4Future protested in Berlin - Mitte (Berlin), in Alexanderplatz, for more climate action.;On 12 April 2021, around 70 climate activists from Berlin 4Future protested in Berlin - Mitte (Berlin), in Alexanderplatz, for more climate action.;2;70;
2021-04-10 00:00:00;2021;4;10;Sat;Peaceful protest;Berlin - Mitte;"Berliner Zeitung; Berlin Online";Health;Coronavirus;for lockdown;Coronavirus;;;;around two dozen people gathered outside the Charite hospital in Berlin - Mitte for a ZeroCovid protest, demanding a strict lockdown to curb the spread of the coronavirus.;On 10 April 2021, around two dozen people gathered outside the Charite hospital in Berlin - Mitte for a ZeroCovid protest, demanding a strict lockdown to curb the spread of the coronavirus.;1;24;
2021-04-10 00:00:00;2021;4;10;Sat;Peaceful protest;Berlin - Mitte;"Der Tagesspiegel; Suddeutsche Zeitung; Passauer Neue Presse";War / Peace;International;Free Navalny - Putin is a killer / Solidarity with Ukraine ;International;;;;activists started a month-long 'democracy camp' at the Brandenburger Tor in Berlin - Mitte to protest for the release of Alexey Navalny and other political prisoners in Russia. The protest was organized by the nascent association 'Unkremlin'.;On 10 April 2021, activists started a month-long 'democracy camp' at the Brandenburger Tor in Berlin - Mitte to protest for the release of Alexey Navalny and other political prisoners in Russia. The protest was organized by the nascent association 'Unkremlin'.;3;200;
2021-04-10 00:00:00;2021;4;10;Sat;Peaceful protest;Berlin - Spandau;"Der Tagesspiegel; Berlin Online";ProRightWing;Coronavirus;Querdenken;Unlabelled;;;;around 250 people, including Querdenken supporters, protested in Berlin - Spandau against the coronavirus protection measures.;On 10 April 2021, around 250 people, including Querdenken supporters, protested in Berlin - Spandau against the coronavirus protection measures.;4;250;
2021-04-10 00:00:00;2021;4;10;Sat;Protest with intervention;Berlin - Friedrichshain-Kreuzberg;"Berliner Morgenpost; Berliner Zeitung; Besetzen Berlin; Der Tagesspiegel; Suddeutsche Zeitung";Local;Housing;Eviction / Liebig34;Conflict;;;;people in the low three-digit range protested in Berlin - Friedrichshain-Kreuzberg (Berlin), in the Friedrichshain district, with the slogan 'Liebig 34 is Everywhere' against the eviction of the far left housing project 'Liebig34', which had been evicted in October 2020. Some of the demonstrators squatted in an empty building (Turrschmidt1). Police eventually ended the squatting action using force, temporarily detaining at least six protesters.;On 10 April 2021, people in the low three-digit range protested in Berlin - Friedrichshain-Kreuzberg (Berlin), in the Friedrichshain district, with the slogan 'Liebig 34 is Everywhere' against the eviction of the far left housing project 'Liebig34', which had been evicted in October 2020. Some of the demonstrators squatted in an empty building (Turrschmidt1). Police eventually ended the squatting action using force, temporarily detaining at least six protesters.;3;150;
2021-04-10 00:00:00;2021;4;10;Sat;Peaceful protest;Berlin - Mitte;"Berliner Zeitung; Besetzen Berlin; Der Tagesspiegel; Suddeutsche Zeitung";Environment;Anthropocene;Fridays for Future / Transport ;Conflict;;;;more than 2,000 cyclists protested in Berlin - Mitte (Berlin), marching from Hermannplatz towards Neuen Tor in Mitte, against the expansion of the highway A100. The protest was organized, amongst others, by Fridays for Future and the Green Youth.;On 10 April 2021, more than 2,000 cyclists protested in Berlin - Mitte (Berlin), marching from Hermannplatz towards Neuen Tor in Mitte, against the expansion of the highway A100. The protest was organized, amongst others, by Fridays for Future and the Green Youth.;6;2.000;cycles
2021-04-07 00:00:00;2021;4;7;Wed;Violent demonstration;Berlin - Tempelhof-Schoneberg;"Berliner Morgenpost; Suddeutsche Zeitung; Markische Oderzeitung";Human Rights;Migration;deportation to afghanistam;Conflict;;;;up to 350 people demonstrated at the airport in Berlin - Tempelhof-Schoneberg against a deportation flight to Afghanistan scheduled to depart from the airport that day. Several demonstrators staged a sit-in at an access road. Outside one building, clashes between some demonstrators and police occurred, though no arrests were made. The demo was organized by the German Council for Refugees.;On 7 April 2021, up to 350 people demonstrated at the airport in Berlin - Tempelhof-Schoneberg against a deportation flight to Afghanistan scheduled to depart from the airport that day. Several demonstrators staged a sit-in at an access road. Outside one building, clashes between some demonstrators and police occurred, though no arrests were made. The demo was organized by the German Council for Refugees.;4;350;
2021-04-05 00:00:00;2021;4;5;Mon;Protest with intervention;Berlin - Mitte;"Berlin Online; RIAS; Suddeutsche Zeitung";Health;Coronavirus;Corona Measurements;Coronavirus;;;;up to 350 people protested in Berlin - Mitte against the coronavirus protection measures. After an attack on a police officer with an umbrella, a protester was detained by police.;On 5 April 2021, up to 350 people protested in Berlin - Mitte against the coronavirus protection measures. After an attack on a police officer with an umbrella, a protester was detained by police.;4;350;
2021-04-03 00:00:00;2021;4;3;Sat;Peaceful protest;Berlin - Mitte;"Berlin Online; RIAS";Health;Coronavirus;Corona Measurements / freedom is non negotiable;Rights;;;;people protested in Berlin - Mitte (Berlin), at the Brandenburg gate, with the slogan 'Freedom is Non-Negotiable' against the coronavirus protection measures.;On 3 April 2021, people protested in Berlin - Mitte (Berlin), at the Brandenburg gate, with the slogan 'Freedom is Non-Negotiable' against the coronavirus protection measures.;3;200;
2021-03-31 00:00:00;2021;3;31;Wed;Peaceful protest;Berlin - Mitte;Solinger-Tageblatt;Economy;Labor Rights ;Daimler / divided payout / jobcuts;Conflict;;;;Around 31 March 2021 (as reported), people protested in Berlin - Mitte (Berlin), in Potsdamer Platz, against an increase in the dividend payout to shareholders by Daimler. The protesters wrapped a Mercedes with warning tape.;Around 31 March 2021 (as reported), people protested in Berlin - Mitte (Berlin), in Potsdamer Platz, against an increase in the dividend payout to shareholders by Daimler. The protesters wrapped a Mercedes with warning tape.;3;200;
2021-03-28 00:00:00;2021;3;28;Sun;Violent demonstration;Berlin - Mitte;Berlin Online;Health;Coronavirus;Corona Measurements;Far-right;;;;a few hundred people, including members of the far right, demonstrated in Berlin - Mitte (Berlin), marching from Max-Joseph-Metzger-Platz towards Rosa-Luxemburg-Platz, against the coronavirus protection measures. Several clashes between police and demonstrators occurred. Two police officers were punched, several demonstrators were detained.;On 28 March 2021, a few hundred people, including members of the far right, demonstrated in Berlin - Mitte (Berlin), marching from Max-Joseph-Metzger-Platz towards Rosa-Luxemburg-Platz, against the coronavirus protection measures. Several clashes between police and demonstrators occurred. Two police officers were punched, several demonstrators were detained.;4;300;
2021-03-28 00:00:00;2021;3;28;Sun;Violent demonstration;Berlin - Mitte;Berlin Online;Health;Coronavirus;agsainst Coronaleugner;Conflict;;;;At the same time, around 300 people took part in three counter-demonstrations in Berlin - Mitte to denounce the anti-coronavirus demonstration.;At the same time, around 300 people took part in three counter-demonstrations in Berlin - Mitte to denounce the anti-coronavirus demonstration.;4;300;
2021-03-27 00:00:00;2021;3;27;Sat;Peaceful protest;Berlin - Spandau;Indymedia (Germany);Human Rights;Migration;death of refugee/ committed suicide due to deportation;Rights;;;;around 150 people, including refugees from African countries, protested in Berlin - Spandau to commemorate the death of a refugee who committed suicide out of fear of being deported from Germany. The protesters denounced deportations and demanded the right to stay for refugees.;On 27 March 2021, around 150 people, including refugees from African countries, protested in Berlin - Spandau to commemorate the death of a refugee who committed suicide out of fear of being deported from Germany. The protesters denounced deportations and demanded the right to stay for refugees.;3;150;
2021-03-27 00:00:00;2021;3;27;Sat;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;"Berliner Morgenpost; Berliner Zeitung; Indymedia (Germany); Suddeutsche Zeitung";Local;Housing;against high rents;Housing;;;;more than 1,000 people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), marching from Alexanderplatz towards Oranienplatz, against high rents and for a reform of housing policies. The protest was part of the Housing Action Day 2021.;On 27 March 2021, more than 1,000 people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), marching from Alexanderplatz towards Oranienplatz, against high rents and for a reform of housing policies. The protest was part of the Housing Action Day 2021.;6;1.000;
2021-03-25 00:00:00;2021;3;25;Thu;Peaceful protest;Berlin - Mitte;Berliner Morgenpost;Health;Coronavirus;return to classroom /Education/Corona Measurements;Conflict;;;;Around 25 March 2021 (as reported), university students protested with an open air lecture outside the Red City Hall in Berlin - Mitte for a return to classroom teaching.;Around 25 March 2021 (as reported), university students protested with an open air lecture outside the Red City Hall in Berlin - Mitte for a return to classroom teaching.;3;200;
2021-03-25 00:00:00;2021;3;25;Thu;Peaceful protest;Berlin;Campact;Environment;Agriculture;Campact / Greenpeace / Agriculture / species diversity;Agriculture;;;;activists, including Campact and Greenpeace activists, protested in Berlin for an agricultural reform, demanding more money for climate protection, a more ecological agriculture and species diversity.;On 25 March 2021, activists, including Campact and Greenpeace activists, protested in Berlin for an agricultural reform, demanding more money for climate protection, a more ecological agriculture and species diversity.;3;200;
2021-03-25 00:00:00;2021;3;25;Thu;Violent demonstration;Berlin - Mitte;"Berliner Morgenpost; Berliner Zeitung; Besetzen Berlin; Polizei Berlin; Suddeutsche Zeitung";Local;Housing;Eviction / Meuterei;Conflict;;;;in the evening, between 900 to 2,000 people, including from the far left,demonstrated in Berlin - Mitte (Berlin), marching from Mauerpark towards Alexanderplatz, against the eviction of the leftist pub 'Meuterei'. The demonstrators used fire crackers and threw stones and glass bottles at police. Later reports stated that 24 demonstrators were detained and 15 police officers were injured that day.;On 25 March 2021, in the evening, between 900 to 2,000 people, including from the far left,demonstrated in Berlin - Mitte (Berlin), marching from Mauerpark towards Alexanderplatz, against the eviction of the leftist pub 'Meuterei'. The demonstrators used fire crackers and threw stones and glass bottles at police. Later reports stated that 24 demonstrators were detained and 15 police officers were injured that day.;6;1.450;
2021-03-25 00:00:00;2021;3;25;Thu;Peaceful protest;Berlin - Lichtenberg;"Berliner Morgenpost; Berliner Zeitung; Besetzen Berlin; Polizei Berlin; Suddeutsche Zeitung";Local;Housing;Eviction / Meuterei;Conflict;;;;in the morning, around 400 people demonstrated in Berlin - Lichtenberg (Berlin), marching from Kottbusser Tor towards Reichenberger Street, against the eviction of the leftist pub 'Meuterei' which took place at the same time.;On 25 March 2021, in the morning, around 400 people demonstrated in Berlin - Lichtenberg (Berlin), marching from Kottbusser Tor towards Reichenberger Street, against the eviction of the leftist pub 'Meuterei' which took place at the same time.;4;400;
2021-03-23 00:00:00;2021;3;23;Tue;Violent demonstration;Berlin - Friedrichshain-Kreuzberg;"Der Tagesspiegel; Suddeutsche Zeitung; Berliner Morgenpost";Local;Housing;Eviction / Meuterei;Conflict;;;;around 1,000 people demonstrated in Berlin - Friedrichshain-Kreuzberg for the preservation of far-left housing projects. The demonstration was sparked by the impending eviction of the leftist pub 'Meuterei'. Reports mention several scuffles and arrests. Demonstrators also used Bengal flares and firecrackers and threw a stone at a police car. Five police officers were reported injured by exploding pyrotechnics. Later reports mentioned the arrest of a journalist by police allegedly for trying to prevent the police from arresting a demonstrator.;On 23 March 2021, around 1,000 people demonstrated in Berlin - Friedrichshain-Kreuzberg for the preservation of far-left housing projects. The demonstration was sparked by the impending eviction of the leftist pub 'Meuterei'. Reports mention several scuffles and arrests. Demonstrators also used Bengal flares and firecrackers and threw a stone at a police car. Five police officers were reported injured by exploding pyrotechnics. Later reports mentioned the arrest of a journalist by police allegedly for trying to prevent the police from arresting a demonstrator.;6;1.000;
2021-03-23 00:00:00;2021;3;23;Tue;Peaceful protest;Berlin - Charlottenburg-Wilmersdorf;"Berliner Morgenpost; Polizei Berlin";Economy;Labor Rights ;IGM / Metal workers/higher wages;Wages;;;;metalworkers from several companies protested in Berlin - Charlottenburg-Wilmersdorf at the Olympia Stadion for higher wages amid collective wage negotiations. The protesters reached the Olympia Stadion via car rallies. Trade union IGM was involved.;On 23 March 2021, metalworkers from several companies protested in Berlin - Charlottenburg-Wilmersdorf at the Olympia Stadion for higher wages amid collective wage negotiations. The protesters reached the Olympia Stadion via car rallies. Trade union IGM was involved.;3;200;
2021-03-23 00:00:00;2021;3;23;Tue;Peaceful protest;Berlin - Mitte;"Berliner Morgenpost; Bocholter-Borkener Volksblatt";Environment;Agriculture;against Insect protection bill;Agriculture;;;;farmers protested with a tractor rally in Berlin - Mitte (Berlin), around the Government district, Brandenburg Gate, 17th Street, and others, (consisting of around 400 tractors) against the insect protection bill.;On 23 March 2021, farmers protested with a tractor rally in Berlin - Mitte (Berlin), around the Government district, Brandenburg Gate, 17th Street, and others, (consisting of around 400 tractors) against the insect protection bill.;4;400;tractors
2021-03-23 00:00:00;2021;3;23;Tue;Peaceful protest;Berlin - Pankow;"Berliner Morgenpost; Der Tagesspiegel";Local;Transport;ADFC /changing cities/ death of cyclist;Solidarity;;;;around 100 people held a vigil in Berlin - Pankow (Berlin), in the the intersection of Berliner Allee and Feldtmann Street, to commemorate the death of a cyclist who had died in a street accident the day before and to demand safer streets. The protest was organized by the ADFC and Changing Cities.;On 23 March 2021, around 100 people held a vigil in Berlin - Pankow (Berlin), in the the intersection of Berliner Allee and Feldtmann Street, to commemorate the death of a cyclist who had died in a street accident the day before and to demand safer streets. The protest was organized by the ADFC and Changing Cities.;3;100;
2021-03-22 00:00:00;2021;3;22;Mon;Peaceful protest;Berlin;RIAS;Environment;Agriculture;unreporteed;Agriculture;;;;farmers protested with their tractors in Berlin for unreported reasons.;On 22 March 2021, farmers protested with their tractors in Berlin for unreported reasons.;3;200;tractors
2021-03-22 00:00:00;2021;3;22;Mon;Peaceful protest;Berlin;Extinction Rebellion;Environment;Animal Rights;Extinction Rebellion / world water day;International;;;;Extinction Rebellion activists protested in Berlin on the occasion of World Water Day.;On 22 March 2021, Extinction Rebellion activists protested in Berlin on the occasion of World Water Day.;3;200;
2021-03-20 00:00:00;2021;3;20;Sat;Peaceful protest;Berlin - Mitte;Polizei Berlin;Local;Housing;Eviction / Meuterei;Conflict;;;;around 100 people protested in Berlin - Mitte (Berlin), marching from Platz des 18 towards Platz der Republik, against the eviction of the leftist pub 'Meuterei'.;On 20 March 2021, around 100 people protested in Berlin - Mitte (Berlin), marching from Platz des 18 towards Platz der Republik, against the eviction of the leftist pub 'Meuterei'.;3;100;
2021-03-20 00:00:00;2021;3;20;Sat;Violent demonstration;Berlin - Mitte;"Amadeu Antonio Foundation; Belltower News; Berliner Morgenpost; Paint It Red; Rheinische Post; RIAS";ProRightWing;Far-Right;reich citizens;Unlabelled;;;;several hundred people from the far right, as well as hooligans and Reich Citizens, demonstrated at the Brandenburg Gate in Berlin - Mitte (Berlin). Their motives were not specified.;On 20 March 2021, several hundred people from the far right, as well as hooligans and Reich Citizens, demonstrated at the Brandenburg Gate in Berlin - Mitte (Berlin). Their motives were not specified.;4;400;
2021-03-19 00:00:00;2021;3;19;Fri;Peaceful protest;Berlin;Der Tagesspiegel;Environment;Anthropocene;Fridays for Future / no more empty promises;Climate;;;;Fridays for Future gathered for several protests in Berlin to protest for more climate action. The protest was part of a Global Climate Strike with the motto 'No More Empty Promises'.;On 19 March 2021, Fridays for Future gathered for several protests in Berlin to protest for more climate action. The protest was part of a Global Climate Strike with the motto 'No More Empty Promises'.;3;200;
2021-03-19 00:00:00;2021;3;19;Fri;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Paint It Red;Human Rights;Against Racism;solidarity with victims of racial violence;Solidarity;;;;around 30 people held a vigil in Berlin - Friedrichshain-Kreuzberg (Berlin), in Frankfurter Tor, in solidarity with the victims of racist violence.;On 19 March 2021, around 30 people held a vigil in Berlin - Friedrichshain-Kreuzberg (Berlin), in Frankfurter Tor, in solidarity with the victims of racist violence.;1;30;
2021-03-18 00:00:00;2021;3;18;Thu;Peaceful protest;Berlin - Mitte;Indymedia (Germany);Human Rights;International;imprisonment of pablo hasel / antifa;Solidarity;;;;around 120 people gathered outside the Instituto Cervantes in Berlin - Mitte in solidarity with the imprisoned Spanish rapper Pablo Hasel, accused of offenses against the Spanish crown and 'exaltation of terrorism' and sentenced to prison. The protest was initiated by an anti-fascist group.;On 18 March 2021, around 120 people gathered outside the Instituto Cervantes in Berlin - Mitte in solidarity with the imprisoned Spanish rapper Pablo Hasel, accused of offenses against the Spanish crown and 'exaltation of terrorism' and sentenced to prison. The protest was initiated by an anti-fascist group.;3;120;
2021-03-17 00:00:00;2021;3;17;Wed;Peaceful protest;Berlin - Mitte;Suddeutsche Zeitung;Environment;Animal Rights;Greenpeace /Extinction;Agriculture;;;;Greenpeace activists protested in Berlin against the lack of action against species extinction by the Minister for Agriculture. The activists set up a huge cross with a bee replica on the balcony of the Ministry for Agriculture in Berlin - Mitte.;On 17 March 2021, Greenpeace activists protested in Berlin against the lack of action against species extinction by the Minister for Agriculture. The activists set up a huge cross with a bee replica on the balcony of the Ministry for Agriculture in Berlin - Mitte.;3;200;
2021-03-16 00:00:00;2021;3;16;Tue;Peaceful protest;Berlin - Mitte;Berliner Zeitung;Health;Coronavirus;return to classroom /Education/ Corona Measurements;Coronavirus;;;;around 200 university students protested in Berlin - Mitte outside the Humboldt University to draw attention to their difficult situation during the coronavirus pandemic and to demand a reopening of universities and a resumption of classroom teaching.;On 16 March 2021, around 200 university students protested in Berlin - Mitte outside the Humboldt University to draw attention to their difficult situation during the coronavirus pandemic and to demand a reopening of universities and a resumption of classroom teaching.;3;200;
2021-03-14 00:00:00;2021;3;14;Sun;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;"Der Tagesspiegel; Indymedia (Germany)";Local;Housing;Eviction / Meuterei;Conflict;;;;several hundred people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), on Reichenberger Street, against the upcoming eviction of the leftist pub 'Meuterei'.;On 14 March 2021, several hundred people protested in Berlin - Friedrichshain-Kreuzberg (Berlin), on Reichenberger Street, against the upcoming eviction of the leftist pub 'Meuterei'.;4;400;
2021-03-14 00:00:00;2021;3;14;Sun;Peaceful protest;Berlin - Lichtenberg;Indymedia (Germany);Local;Housing;against Eviction of homeless people camp;Conflict;;;;around 500 people protested in Berlin - Lichtenberg (Berlin), marching towards the camp, against the eviction of a homeless people's camp (Rummelsberger Bucht) and gentrification.;On 14 March 2021, around 500 people protested in Berlin - Lichtenberg (Berlin), marching towards the camp, against the eviction of a homeless people's camp (Rummelsberger Bucht) and gentrification.;5;500;
2021-03-13 00:00:00;2021;3;13;Sat;Peaceful protest;Berlin - Mitte;"Aachener Zeitung; Berliner Zeitung; Passauer Neue Presse; Rheinische Post; RIAS; Tagesschau";Health;Coronavirus;Corona Measurements;Coronavirus;;;;around 1,000 people protested in Berlin - Mitte (Berlin) with the slogan 'It's Enough' against the consequences of the coronavirus measures such as school closures, economic restrictions and isolation. The protesters gathered outside the Federal Ministry for Health. In addition, two car rallies took place.;On 13 March 2021, around 1,000 people protested in Berlin - Mitte (Berlin) with the slogan 'It's Enough' against the consequences of the coronavirus measures such as school closures, economic restrictions and isolation. The protesters gathered outside the Federal Ministry for Health. In addition, two car rallies took place.;6;1.000;cars
2021-03-12 00:00:00;2021;3;12;Fri;Peaceful protest;Berlin - Lichtenberg;Polizei Berlin;Small;Other;outside the house of parlamentarian ;Conflict;;;;several people gathered in Berlin - Lichtenberg outside the house of a parliamentarian and shouted insults directed against the parliamentarian. Once the police approached, the people fled the scene.;On 12 March 2021, several people gathered in Berlin - Lichtenberg outside the house of a parliamentarian and shouted insults directed against the parliamentarian. Once the police approached, the people fled the scene.;1;10;
2021-03-10 00:00:00;2021;3;10;Wed;Peaceful protest;Berlin - Mitte;Ende Gelaende;Human Rights;International;free acces for corona vaccinattion in global south;Coronavirus;;;;people, including Medico International activists, protested in Berlin - Mitte outside the Ministry for Economic Affairs for free access to coronavirus vaccinations for the Global South.;On 10 March 2021, people, including Medico International activists, protested in Berlin - Mitte outside the Ministry for Economic Affairs for free access to coronavirus vaccinations for the Global South.;3;200;
